incident nummer,Incident categorie,totale minuten open,Prioriteit incident
1245738,Functioneel beheer,2,E8
1245744,2e lijns (Doorgezette incidenten),2,E8
1245745,2e lijns (Doorgezette incidenten),2,E8
1245747,2e lijns (Doorgezette incidenten),24,E8
1245749,2e lijns (Doorgezette incidenten),23,E8
1245751,2e lijns (Doorgezette incidenten),1,E8
1245752,2e lijns (Doorgezette incidenten),2,E8
1245753,2e lijns (Doorgezette incidenten),7,E8
1245755,Hardware / Werkplekbeheer,2457,E8
1245759,2e lijns (Doorgezette incidenten),17,E8
1245762,2e lijns (Doorgezette incidenten),7,E8
1245764,2e lijns (Doorgezette incidenten),3,E8
1245766,Hardware / Werkplekbeheer,1072,E8
1245769,2e lijns (Doorgezette incidenten),23,E8
1245773,2e lijns (Doorgezette incidenten),954,E8
1245776,2e lijns (Doorgezette incidenten),12,E8
1245777,2e lijns (Doorgezette incidenten),3,E8
1245778,2e lijns (Doorgezette incidenten),5,E8
1245782,Hardware / Werkplekbeheer,945,E8
1245783,Hardware / Werkplekbeheer,986,E8
1245784,2e lijns (Doorgezette incidenten),2,E8
1245786,2e lijns (Doorgezette incidenten),1185,E8
1245790,Functioneel beheer,5507,E8
1245796,Functioneel beheer,2,E8
1245797,Functioneel beheer,2214,E8
1245800,Hardware / Werkplekbeheer,37,E8
1245802,2e lijns (Doorgezette incidenten),4,E8
1245803,2e lijns (Doorgezette incidenten),1895,EW
1245804,2e lijns (Doorgezette incidenten),25,E8
1245806,Hardware / Werkplekbeheer,164,E8
1245807,2e lijns (Doorgezette incidenten),3,E8
1245808,2e lijns (Doorgezette incidenten),6,E8
1245811,2e lijns (Doorgezette incidenten),12,E8
1245812,2e lijns (Doorgezette incidenten),12,E8
1245813,Hardware / Werkplekbeheer,15,E8
1245818,2e lijns (Doorgezette incidenten),5,E8
1245820,Functioneel beheer,1,E8
1245821,Functioneel beheer,155,E8
1245822,2e lijns (Doorgezette incidenten),10,E8
1245823,Hardware / Werkplekbeheer,113,E8
1245824,2e lijns (Doorgezette incidenten),1,E8
1245829,2e lijns (Doorgezette incidenten),4,E8
1245830,2e lijns (Doorgezette incidenten),14,E8
1245834,2e lijns (Doorgezette incidenten),21,E8
1245835,Functioneel beheer,3,E8
1245836,2e lijns (Doorgezette incidenten),3,E8
1245838,2e lijns (Doorgezette incidenten),4,E8
1245842,2e lijns (Doorgezette incidenten),5,E8
1245845,2e lijns (Doorgezette incidenten),4,E8
1245849,2e lijns (Doorgezette incidenten),153,E8
1245850,2e lijns (Doorgezette incidenten),1,E8
1245851,2e lijns (Doorgezette incidenten),10,E8
1245854,2e lijns (Doorgezette incidenten),51,E8
1245855,2e lijns (Doorgezette incidenten),259,E8
1245857,2e lijns (Doorgezette incidenten),46,E8
1245858,2e lijns (Doorgezette incidenten),1,E8
1245859,Functioneel beheer,3,E8
1245860,Hardware / Werkplekbeheer,44,E8
1245861,2e lijns (Doorgezette incidenten),3,E8
1245862,2e lijns (Doorgezette incidenten),14516,EW
1245865,Functioneel beheer,34,E8
1245866,Telefonie / Communicatie,40,E8
1245867,2e lijns (Doorgezette incidenten),3,E8
1245869,2e lijns (Doorgezette incidenten),39,E8
1245872,2e lijns (Doorgezette incidenten),3,E8
1245874,2e lijns (Doorgezette incidenten),1,E8
1245875,2e lijns (Doorgezette incidenten),35,E8
1245879,2e lijns (Doorgezette incidenten),10,E8
1245881,2e lijns (Doorgezette incidenten),16,E8
1245888,2e lijns (Doorgezette incidenten),9,E8
1245890,2e lijns (Doorgezette incidenten),51,E8
1245892,Hardware / Werkplekbeheer,123,E8
1245894,2e lijns (Doorgezette incidenten),188,E8
1245896,2e lijns (Doorgezette incidenten),29,E8
1245903,2e lijns (Doorgezette incidenten),61,E8
1245904,2e lijns (Doorgezette incidenten),2,E8
1245905,Hardware / Werkplekbeheer,193,E8
1245909,2e lijns (Doorgezette incidenten),300,E8
1245913,Hardware / Werkplekbeheer,87,E8
1245914,2e lijns (Doorgezette incidenten),16,E8
1245915,2e lijns (Doorgezette incidenten),9,E8
1245919,2e lijns (Doorgezette incidenten),25,E8
1245921,2e lijns (Doorgezette incidenten),21,E8
1245923,2e lijns (Doorgezette incidenten),2,E8
1245924,2e lijns (Doorgezette incidenten),19,E8
1245925,2e lijns (Doorgezette incidenten),3,E8
1245927,2e lijns (Doorgezette incidenten),7,E8
1245929,2e lijns (Doorgezette incidenten),16,E8
1245930,2e lijns (Doorgezette incidenten),1,E8
1245931,2e lijns (Doorgezette incidenten),2,E8
1245937,2e lijns (Doorgezette incidenten),11,E8
1245938,Hardware / Werkplekbeheer,51,E8
1245939,2e lijns (Doorgezette incidenten),20,E8
1245941,2e lijns (Doorgezette incidenten),2,E8
1245944,Hardware / Werkplekbeheer,30,E8
1245945,2e lijns (Doorgezette incidenten),110,E8
1245947,Hardware / Werkplekbeheer,143,E8
1245948,Hardware / Werkplekbeheer,1322,E8
1245949,Hardware / Werkplekbeheer,316,E8
1245950,2e lijns (Doorgezette incidenten),19,E8
1245958,2e lijns (Doorgezette incidenten),2,E8
1245959,2e lijns (Doorgezette incidenten),17,E8
1245960,2e lijns (Doorgezette incidenten),10,E8
1245961,2e lijns (Doorgezette incidenten),4,E8
1245966,2e lijns (Doorgezette incidenten),79,E8
1245968,2e lijns (Doorgezette incidenten),2630,E8
1245972,2e lijns (Doorgezette incidenten),6,E8
1245981,Hardware / Werkplekbeheer,197,E8
1245983,2e lijns (Doorgezette incidenten),22,E8
1245986,2e lijns (Doorgezette incidenten),14,E8
1245995,2e lijns (Doorgezette incidenten),2,E8
1245996,2e lijns (Doorgezette incidenten),12,E8
1246001,2e lijns (Doorgezette incidenten),1,E8
1246005,Hardware / Werkplekbeheer,2617,E8
1246008,2e lijns (Doorgezette incidenten),1,E8
1246010,2e lijns (Doorgezette incidenten),6,E8
1246011,2e lijns (Doorgezette incidenten),5,E8
1246012,2e lijns (Doorgezette incidenten),2,E8
1246013,Functioneel beheer,7,E8
1246015,Telefonie / Communicatie,49,E8
1246019,Hardware / Werkplekbeheer,32859,E8
1246024,Hardware / Werkplekbeheer,33125,EW
1246028,2e lijns (Doorgezette incidenten),3,E8
1246034,2e lijns (Doorgezette incidenten),1111,E8
1246035,2e lijns (Doorgezette incidenten),4,E8
1246052,2e lijns (Doorgezette incidenten),5,E8
1246053,2e lijns (Doorgezette incidenten),58,E8
1246054,2e lijns (Doorgezette incidenten),3,E8
1246058,2e lijns (Doorgezette incidenten),37,E8
1246067,Hardware / Werkplekbeheer,10022,EW
1246068,3e lijns (Technische incidenten),9624,EW
1246069,3e lijns (Technische incidenten),10086,E8
1246070,Functioneel beheer,6,E8
1246074,2e lijns (Doorgezette incidenten),9,E8
1246079,2e lijns (Doorgezette incidenten),41,E8
1246082,2e lijns (Doorgezette incidenten),13,E8
1246083,2e lijns (Doorgezette incidenten),13,E8
1246085,Hardware / Werkplekbeheer,72,E8
1246087,2e lijns (Doorgezette incidenten),6,E8
1246088,2e lijns (Doorgezette incidenten),2,E8
1246090,Hardware / Werkplekbeheer,23,E8
1246091,2e lijns (Doorgezette incidenten),2,E8
1246098,Hardware / Werkplekbeheer,1048,E8
1246101,Functioneel beheer,4,E8
1246102,Functioneel beheer,2,E8
1246105,Functioneel beheer,4,E8
1246106,2e lijns (Doorgezette incidenten),31,E8
1246108,Hardware / Werkplekbeheer,530,E8
1246110,2e lijns (Doorgezette incidenten),1,E8
1246112,Hardware / Werkplekbeheer,44,E8
1246114,2e lijns (Doorgezette incidenten),30,E8
1246116,2e lijns (Doorgezette incidenten),1,E8
1246120,Hardware / Werkplekbeheer,92,E8
1246122,Hardware / Werkplekbeheer,32,E8
1246124,2e lijns (Doorgezette incidenten),16,E8
1246128,2e lijns (Doorgezette incidenten),1,E8
1246129,Telefonie / Communicatie,17,E8
1246133,2e lijns (Doorgezette incidenten),2,E8
1246136,2e lijns (Doorgezette incidenten),1736,E8
1246139,2e lijns (Doorgezette incidenten),67,E8
1246140,2e lijns (Doorgezette incidenten),246,E8
1246142,2e lijns (Doorgezette incidenten),98,E8
1246144,2e lijns (Doorgezette incidenten),2,E8
1246146,2e lijns (Doorgezette incidenten),5,E8
1246149,2e lijns (Doorgezette incidenten),7,E8
1246150,2e lijns (Doorgezette incidenten),34,E8
1246151,2e lijns (Doorgezette incidenten),102,E8
1246152,2e lijns (Doorgezette incidenten),21,E8
1246157,3e lijns (Technische incidenten),42564,EW
1246158,Hardware / Werkplekbeheer,41948,EW
1246163,2e lijns (Doorgezette incidenten),2,E8
1246168,2e lijns (Doorgezette incidenten),8,E8
1246170,Hardware / Werkplekbeheer,305,E8
1246171,2e lijns (Doorgezette incidenten),1,E8
1246172,2e lijns (Doorgezette incidenten),8,E8
1246173,Hardware / Werkplekbeheer,140,E8
1246175,2e lijns (Doorgezette incidenten),15,E8
1246176,2e lijns (Doorgezette incidenten),10,E8
1246177,2e lijns (Doorgezette incidenten),2,E8
1246178,2e lijns (Doorgezette incidenten),15,E8
1246182,2e lijns (Doorgezette incidenten),1,E8
1246184,2e lijns (Doorgezette incidenten),286,E8
1246185,Functioneel beheer,2,E8
1246186,2e lijns (Doorgezette incidenten),8,E8
1246189,Hardware / Werkplekbeheer,133,E8
1246190,2e lijns (Doorgezette incidenten),2,E8
1246191,Hardware / Werkplekbeheer,95,E8
1246192,Hardware / Werkplekbeheer,94,E8
1246193,Hardware / Werkplekbeheer,377,E8
1246195,2e lijns (Doorgezette incidenten),2,E8
1246196,2e lijns (Doorgezette incidenten),2,E8
1246202,2e lijns (Doorgezette incidenten),41,E8
1246203,2e lijns (Doorgezette incidenten),2,E8
1246205,2e lijns (Doorgezette incidenten),49,E8
1246206,Functioneel beheer,2,E8
1246207,Hardware / Werkplekbeheer,252,E8
1246209,3e lijns (Technische incidenten),21919,E8
1246211,2e lijns (Doorgezette incidenten),12,E8
1246212,2e lijns (Doorgezette incidenten),37659,E8
1246213,2e lijns (Doorgezette incidenten),1503,E8
1246214,2e lijns (Doorgezette incidenten),1,E8
1246217,2e lijns (Doorgezette incidenten),1440,E8
1246219,2e lijns (Doorgezette incidenten),3,E8
1246220,2e lijns (Doorgezette incidenten),14,E8
1246221,Hardware / Werkplekbeheer,105,E8
1246222,2e lijns (Doorgezette incidenten),7201,E8
1246227,3e lijns (Technische incidenten),7461,EW
1246230,Hardware / Werkplekbeheer,54,E8
1246231,Hardware / Werkplekbeheer,41615,EW
1246232,2e lijns (Doorgezette incidenten),100,E8
1246234,2e lijns (Doorgezette incidenten),1,E8
1246235,2e lijns (Doorgezette incidenten),7,E8
1246236,Functioneel beheer,3,E8
1246237,2e lijns (Doorgezette incidenten),1669,E8
1246238,Functioneel beheer,1410,E8
1246239,3e lijns (Technische incidenten),271,E8
1246241,2e lijns (Doorgezette incidenten),178,E8
1246243,2e lijns (Doorgezette incidenten),3,E8
1246248,2e lijns (Doorgezette incidenten),54,E8
1246249,2e lijns (Doorgezette incidenten),32,E8
1246250,2e lijns (Doorgezette incidenten),7,E8
1246251,2e lijns (Doorgezette incidenten),42,E8
1246252,2e lijns (Doorgezette incidenten),150,E8
1246256,2e lijns (Doorgezette incidenten),1,E8
1246257,2e lijns (Doorgezette incidenten),33,E8
1246258,2e lijns (Doorgezette incidenten),97,E8
1246259,Hardware / Werkplekbeheer,154,E8
1246261,2e lijns (Doorgezette incidenten),77,E8
1246262,2e lijns (Doorgezette incidenten),19,E8
1246263,2e lijns (Doorgezette incidenten),2,E8
1246264,2e lijns (Doorgezette incidenten),12,E8
1246267,2e lijns (Doorgezette incidenten),1,E8
1246268,2e lijns (Doorgezette incidenten),2,E8
1246271,2e lijns (Doorgezette incidenten),58,E8
1246283,2e lijns (Doorgezette incidenten),18,E8
1246286,2e lijns (Doorgezette incidenten),6,E8
1246290,2e lijns (Doorgezette incidenten),5,E8
1246294,2e lijns (Doorgezette incidenten),110,E8
1246295,Hardware / Werkplekbeheer,7205,EW
1246297,Hardware / Werkplekbeheer,7175,EW
1246299,2e lijns (Doorgezette incidenten),4,E8
1246302,2e lijns (Doorgezette incidenten),2,E8
1246303,2e lijns (Doorgezette incidenten),1,E8
1246304,2e lijns (Doorgezette incidenten),5,E8
1246305,2e lijns (Doorgezette incidenten),4,E8
1246307,Hardware / Werkplekbeheer,1506,E8
1246311,2e lijns (Doorgezette incidenten),1500,E8
1246312,2e lijns (Doorgezette incidenten),26,E8
1246315,2e lijns (Doorgezette incidenten),2,E8
1246316,2e lijns (Doorgezette incidenten),8278,E8
1246317,Hardware / Werkplekbeheer,61,E8
1246319,2e lijns (Doorgezette incidenten),1,E8
1246322,Telefonie / Communicatie,93,E8
1246323,2e lijns (Doorgezette incidenten),1,E8
1246324,2e lijns (Doorgezette incidenten),1,E8
1246326,2e lijns (Doorgezette incidenten),11521,E8
1246329,2e lijns (Doorgezette incidenten),53,E8
1246332,2e lijns (Doorgezette incidenten),1,E8
1246333,2e lijns (Doorgezette incidenten),2,E8
1246337,2e lijns (Doorgezette incidenten),3,E8
1246338,2e lijns (Doorgezette incidenten),1,E8
1246341,2e lijns (Doorgezette incidenten),3,E8
1246343,2e lijns (Doorgezette incidenten),30059,E8
1246346,2e lijns (Doorgezette incidenten),1516,E8
1246348,Hardware / Werkplekbeheer,24,E8
1246349,2e lijns (Doorgezette incidenten),1,E8
1246350,Hardware / Werkplekbeheer,85,E8
1246351,2e lijns (Doorgezette incidenten),7147,E8
1246357,2e lijns (Doorgezette incidenten),10191,E8
1246361,3e lijns (Technische incidenten),10020,E8
1246364,2e lijns (Doorgezette incidenten),40,E8
1246367,2e lijns (Doorgezette incidenten),43,E8
1246368,2e lijns (Doorgezette incidenten),5,E8
1246373,2e lijns (Doorgezette incidenten),6,E8
1246377,2e lijns (Doorgezette incidenten),995,E8
1246378,2e lijns (Doorgezette incidenten),1,E8
1246379,2e lijns (Doorgezette incidenten),4,E8
1246380,2e lijns (Doorgezette incidenten),1,E8
1246382,2e lijns (Doorgezette incidenten),3,E8
1246387,2e lijns (Doorgezette incidenten),987,E8
1246389,2e lijns (Doorgezette incidenten),1,E8
1246393,2e lijns (Doorgezette incidenten),1002,E8
1246394,2e lijns (Doorgezette incidenten),1,E8
1246396,2e lijns (Doorgezette incidenten),1,E8
1246397,2e lijns (Doorgezette incidenten),1418,E8
1246399,2e lijns (Doorgezette incidenten),1,E8
1246404,2e lijns (Doorgezette incidenten),4,E8
1246408,2e lijns (Doorgezette incidenten),957,E8
1246409,2e lijns (Doorgezette incidenten),2,E8
1246410,Functioneel beheer,60130,E8
1246412,Hardware / Werkplekbeheer,1257,E8
1246413,2e lijns (Doorgezette incidenten),2,E8
1246415,2e lijns (Doorgezette incidenten),5,E8
1246419,2e lijns (Doorgezette incidenten),2,E8
1246423,Hardware / Werkplekbeheer,7278,EW
1246425,2e lijns (Doorgezette incidenten),5,E8
1246427,2e lijns (Doorgezette incidenten),31,E8
1246429,2e lijns (Doorgezette incidenten),1,E8
1246430,2e lijns (Doorgezette incidenten),24,E8
1246431,2e lijns (Doorgezette incidenten),25,E8
1246435,2e lijns (Doorgezette incidenten),10,E8
1246437,2e lijns (Doorgezette incidenten),18,E8
1246438,Functioneel beheer,18,E8
1246439,2e lijns (Doorgezette incidenten),2,E8
1246441,2e lijns (Doorgezette incidenten),119,E8
1246445,2e lijns (Doorgezette incidenten),2,E8
1246451,2e lijns (Doorgezette incidenten),4,E8
1246452,2e lijns (Doorgezette incidenten),3,E8
1246453,2e lijns (Doorgezette incidenten),23,E8
1246455,2e lijns (Doorgezette incidenten),1,E8
1246459,2e lijns (Doorgezette incidenten),343,E8
1246462,2e lijns (Doorgezette incidenten),91,E8
1246463,2e lijns (Doorgezette incidenten),1376,E8
1246464,2e lijns (Doorgezette incidenten),2,E8
1246467,2e lijns (Doorgezette incidenten),8,E8
1246469,Hardware / Werkplekbeheer,62,E8
1246470,2e lijns (Doorgezette incidenten),2,E8
1246471,Hardware / Werkplekbeheer,60,E8
1246474,Functioneel beheer,41,E8
1246475,2e lijns (Doorgezette incidenten),3,E8
1246476,2e lijns (Doorgezette incidenten),1,E8
1246478,2e lijns (Doorgezette incidenten),6,E8
1246479,Telefonie / Communicatie,15,E8
1246481,2e lijns (Doorgezette incidenten),7,E8
1246486,2e lijns (Doorgezette incidenten),232,E8
1246487,2e lijns (Doorgezette incidenten),49,E8
1246491,2e lijns (Doorgezette incidenten),200,E8
1246492,Functioneel beheer,1,E8
1246493,2e lijns (Doorgezette incidenten),2,E8
1246495,2e lijns (Doorgezette incidenten),158,E8
1246496,Telefonie / Communicatie,42,E8
1246499,2e lijns (Doorgezette incidenten),1,E8
1246500,2e lijns (Doorgezette incidenten),1,E8
1246501,Functioneel beheer,23,E8
1246502,2e lijns (Doorgezette incidenten),24,E8
1246504,2e lijns (Doorgezette incidenten),35,E8
1246505,2e lijns (Doorgezette incidenten),6141,E8
1246507,2e lijns (Doorgezette incidenten),228,E8
1246510,2e lijns (Doorgezette incidenten),9,E8
1246512,Functioneel beheer,6,E8
1246517,2e lijns (Doorgezette incidenten),2,E8
1246521,2e lijns (Doorgezette incidenten),1,E8
1246522,2e lijns (Doorgezette incidenten),2,E8
1246524,2e lijns (Doorgezette incidenten),6,E8
1246527,Hardware / Werkplekbeheer,255,E8
1246528,2e lijns (Doorgezette incidenten),4,E8
1246530,2e lijns (Doorgezette incidenten),3,E8
1246531,Functioneel beheer,55,E8
1246536,2e lijns (Doorgezette incidenten),164,E8
1246537,2e lijns (Doorgezette incidenten),2,E8
1246538,Hardware / Werkplekbeheer,244,E8
1246540,Hardware / Werkplekbeheer,48,E8
1246541,2e lijns (Doorgezette incidenten),3,E8
1246543,2e lijns (Doorgezette incidenten),2,E8
1246547,2e lijns (Doorgezette incidenten),40610,EW
1246548,2e lijns (Doorgezette incidenten),1,E8
1246549,2e lijns (Doorgezette incidenten),1,E8
1246551,2e lijns (Doorgezette incidenten),18,E8
1246552,2e lijns (Doorgezette incidenten),13,E8
1246555,2e lijns (Doorgezette incidenten),10,E8
1246556,2e lijns (Doorgezette incidenten),3,E8
1246559,2e lijns (Doorgezette incidenten),3,E8
1246560,Hardware / Werkplekbeheer,7010,E8
1246562,2e lijns (Doorgezette incidenten),123,E8
1246566,2e lijns (Doorgezette incidenten),15871,E8
1246567,2e lijns (Doorgezette incidenten),42,E8
1246568,Functioneel beheer,6,E8
1246572,2e lijns (Doorgezette incidenten),1,E8
1246573,2e lijns (Doorgezette incidenten),139,E8
1246574,2e lijns (Doorgezette incidenten),2,E8
1246577,Functioneel beheer,61694,E8
1246578,2e lijns (Doorgezette incidenten),9,E8
1246580,2e lijns (Doorgezette incidenten),6,E8
1246583,2e lijns (Doorgezette incidenten),2,E8
1246584,2e lijns (Doorgezette incidenten),94,E8
1246585,Telefonie / Communicatie,130,E8
1246586,2e lijns (Doorgezette incidenten),47,E8
1246587,2e lijns (Doorgezette incidenten),17,E8
1246588,Functioneel beheer,1,E8
1246589,Functioneel beheer,3,E8
1246590,2e lijns (Doorgezette incidenten),102,E8
1246591,2e lijns (Doorgezette incidenten),6,E8
1246592,Hardware / Werkplekbeheer,51,E8
1246596,2e lijns (Doorgezette incidenten),1635,E8
1246597,2e lijns (Doorgezette incidenten),1150,E8
1246600,2e lijns (Doorgezette incidenten),3,E8
1246602,2e lijns (Doorgezette incidenten),1,E8
1246603,2e lijns (Doorgezette incidenten),7,E8
1246604,2e lijns (Doorgezette incidenten),3,E8
1246607,Hardware / Werkplekbeheer,60,E8
1246611,Functioneel beheer,41520,E8
1246612,2e lijns (Doorgezette incidenten),6,E8
1246616,2e lijns (Doorgezette incidenten),4,E8
1246617,2e lijns (Doorgezette incidenten),7,E8
1246618,2e lijns (Doorgezette incidenten),27,E8
1246619,2e lijns (Doorgezette incidenten),2,E8
1246620,Hardware / Werkplekbeheer,34,E8
1246627,2e lijns (Doorgezette incidenten),3,E8
1246631,2e lijns (Doorgezette incidenten),1103,E8
1246633,2e lijns (Doorgezette incidenten),4,E8
1246634,2e lijns (Doorgezette incidenten),2,E8
1246637,Functioneel beheer,26077,E8
1246638,2e lijns (Doorgezette incidenten),2,E8
1246639,2e lijns (Doorgezette incidenten),8,E8
1246642,Hardware / Werkplekbeheer,8701,E8
1246643,2e lijns (Doorgezette incidenten),28441,E8
1246644,2e lijns (Doorgezette incidenten),5,E8
1246647,2e lijns (Doorgezette incidenten),112,E8
1246648,2e lijns (Doorgezette incidenten),2,E8
1246652,2e lijns (Doorgezette incidenten),1,E8
1246653,2e lijns (Doorgezette incidenten),6,E8
1246659,2e lijns (Doorgezette incidenten),137,E8
1246660,2e lijns (Doorgezette incidenten),2,E8
1246661,Functioneel beheer,25,E8
1246662,Telefonie / Communicatie,50,E8
1246666,2e lijns (Doorgezette incidenten),121,E8
1246667,2e lijns (Doorgezette incidenten),3,E8
1246669,Functioneel beheer,60263,E8
1246670,2e lijns (Doorgezette incidenten),5,E8
1246677,2e lijns (Doorgezette incidenten),5,E8
1246680,2e lijns (Doorgezette incidenten),3,E8
1246687,2e lijns (Doorgezette incidenten),51,E8
1246691,2e lijns (Doorgezette incidenten),45,E8
1246692,2e lijns (Doorgezette incidenten),8,E8
1246693,Functioneel beheer,3,E8
1246694,Hardware / Werkplekbeheer,1109,E8
1246695,2e lijns (Doorgezette incidenten),5698,E8
1246697,2e lijns (Doorgezette incidenten),6,E8
1246699,2e lijns (Doorgezette incidenten),2,E8
1246700,Functioneel beheer,1,E8
1246701,2e lijns (Doorgezette incidenten),42,E8
1246703,2e lijns (Doorgezette incidenten),1,E8
1246704,2e lijns (Doorgezette incidenten),27,E8
1246707,2e lijns (Doorgezette incidenten),36,E8
1246708,Functioneel beheer,48,E8
1246710,2e lijns (Doorgezette incidenten),7,E8
1246714,Hardware / Werkplekbeheer,82,E8
1246716,2e lijns (Doorgezette incidenten),2,E8
1246719,2e lijns (Doorgezette incidenten),2,E8
1246720,2e lijns (Doorgezette incidenten),3,E8
1246723,2e lijns (Doorgezette incidenten),1,E8
1246727,2e lijns (Doorgezette incidenten),1,E8
1246730,Hardware / Werkplekbeheer,1166,E8
1246731,2e lijns (Doorgezette incidenten),6,E8
1246732,2e lijns (Doorgezette incidenten),2,E8
1246734,2e lijns (Doorgezette incidenten),2,E8
1246742,Hardware / Werkplekbeheer,1035,E8
1246743,Hardware / Werkplekbeheer,5455,E8
1246744,Functioneel beheer,2,E8
1246745,Functioneel beheer,987,E8
1246746,Functioneel beheer,1405,E8
1246747,Hardware / Werkplekbeheer,21458,EW
1246750,Telefonie / Communicatie,21382,EW
1246752,Functioneel beheer,2,E8
1246756,2e lijns (Doorgezette incidenten),7,E8
1246757,Hardware / Werkplekbeheer,14,E8
1246758,2e lijns (Doorgezette incidenten),21,E8
1246760,Hardware / Werkplekbeheer,4622,E8
1246762,Hardware / Werkplekbeheer,111,E8
1246763,2e lijns (Doorgezette incidenten),176,E8
1246765,2e lijns (Doorgezette incidenten),8,E8
1246767,Functioneel beheer,10,E8
1246768,2e lijns (Doorgezette incidenten),2,E8
1246769,2e lijns (Doorgezette incidenten),73,E8
1246771,2e lijns (Doorgezette incidenten),102,E8
1246772,2e lijns (Doorgezette incidenten),125,E8
1246777,2e lijns (Doorgezette incidenten),5768,E8
1246778,Telefonie / Communicatie,16,E8
1246779,2e lijns (Doorgezette incidenten),4,E8
1246780,2e lijns (Doorgezette incidenten),51,E8
1246783,2e lijns (Doorgezette incidenten),18,E8
1246786,2e lijns (Doorgezette incidenten),15,E8
1246788,Hardware / Werkplekbeheer,147,E8
1246790,2e lijns (Doorgezette incidenten),12,E8
1246794,2e lijns (Doorgezette incidenten),1,E8
1246796,2e lijns (Doorgezette incidenten),22,E8
1246797,2e lijns (Doorgezette incidenten),75,E8
1246798,2e lijns (Doorgezette incidenten),9,E8
1246799,2e lijns (Doorgezette incidenten),7,E8
1246801,2e lijns (Doorgezette incidenten),13,E8
1246802,Hardware / Werkplekbeheer,162,E8
1246803,2e lijns (Doorgezette incidenten),2,E8
1246805,2e lijns (Doorgezette incidenten),7,E8
1246806,Hardware / Werkplekbeheer,41,E8
1246807,Telefonie / Communicatie,70,E8
1246809,2e lijns (Doorgezette incidenten),9,E8
1246811,Hardware / Werkplekbeheer,95,E8
1246813,2e lijns (Doorgezette incidenten),45,E8
1246814,2e lijns (Doorgezette incidenten),41,E8
1246816,2e lijns (Doorgezette incidenten),234,E8
1246820,2e lijns (Doorgezette incidenten),37,E8
1246821,Hardware / Werkplekbeheer,21,E8
1246823,2e lijns (Doorgezette incidenten),1,E8
1246824,2e lijns (Doorgezette incidenten),8,E8
1246827,2e lijns (Doorgezette incidenten),4,E8
1246833,Functioneel beheer,59061,E8
1246834,2e lijns (Doorgezette incidenten),67,E8
1246836,2e lijns (Doorgezette incidenten),4616,E8
1246837,2e lijns (Doorgezette incidenten),17,E8
1246838,Hardware / Werkplekbeheer,4693,E8
1246841,2e lijns (Doorgezette incidenten),4236,E8
1246842,2e lijns (Doorgezette incidenten),5,E8
1246843,2e lijns (Doorgezette incidenten),21,E8
1246847,Hardware / Werkplekbeheer,53,E8
1246851,2e lijns (Doorgezette incidenten),34,E8
1246858,2e lijns (Doorgezette incidenten),7,E8
1246859,2e lijns (Doorgezette incidenten),4,E8
1246860,2e lijns (Doorgezette incidenten),3,E8
1246864,2e lijns (Doorgezette incidenten),12,E8
1246868,2e lijns (Doorgezette incidenten),2,E8
1246873,Hardware / Werkplekbeheer,27,E8
1246874,Functioneel beheer,1,E8
1246875,2e lijns (Doorgezette incidenten),4,E8
1246876,2e lijns (Doorgezette incidenten),27,E8
1246878,Hardware / Werkplekbeheer,4084,E8
1246881,2e lijns (Doorgezette incidenten),5,E8
1246882,2e lijns (Doorgezette incidenten),293,E8
1246883,2e lijns (Doorgezette incidenten),2,E8
1246885,2e lijns (Doorgezette incidenten),27,E8
1246887,2e lijns (Doorgezette incidenten),117,E8
1246888,Hardware / Werkplekbeheer,78,E8
1246889,Hardware / Werkplekbeheer,246,E8
1246890,2e lijns (Doorgezette incidenten),11,E8
1246894,2e lijns (Doorgezette incidenten),4,E8
1246896,2e lijns (Doorgezette incidenten),3,E8
1246897,Hardware / Werkplekbeheer,4027,E8
1246898,2e lijns (Doorgezette incidenten),5,E8
1246906,2e lijns (Doorgezette incidenten),2,E8
1246909,2e lijns (Doorgezette incidenten),21,E8
1246910,Hardware / Werkplekbeheer,4081,E8
1246911,Hardware / Werkplekbeheer,4081,E8
1246912,Hardware / Werkplekbeheer,3973,E8
1246913,2e lijns (Doorgezette incidenten),22,E8
1246916,2e lijns (Doorgezette incidenten),3,E8
1246917,2e lijns (Doorgezette incidenten),24611,E8
1246919,Hardware / Werkplekbeheer,4469,EW
1246920,Hardware / Werkplekbeheer,104,E8
1246921,2e lijns (Doorgezette incidenten),4331,E8
1246922,2e lijns (Doorgezette incidenten),5,E8
1246925,2e lijns (Doorgezette incidenten),3,E8
1246929,Functioneel beheer,96,E8
1246930,Telefonie / Communicatie,69,E8
1246932,2e lijns (Doorgezette incidenten),6,E8
1246933,2e lijns (Doorgezette incidenten),3,E8
1246934,2e lijns (Doorgezette incidenten),2,E8
1246935,2e lijns (Doorgezette incidenten),3,E8
1246936,2e lijns (Doorgezette incidenten),8442,EW
1246937,2e lijns (Doorgezette incidenten),1,E8
1246939,2e lijns (Doorgezette incidenten),47,E8
1246940,2e lijns (Doorgezette incidenten),135,E8
1246945,2e lijns (Doorgezette incidenten),4,E8
1246948,Hardware / Werkplekbeheer,4391,E8
1246949,2e lijns (Doorgezette incidenten),21,E8
1246950,2e lijns (Doorgezette incidenten),3,E8
1246951,2e lijns (Doorgezette incidenten),7,E8
1246952,Functioneel beheer,2,E8
1246957,2e lijns (Doorgezette incidenten),14,E8
